,fX,fY,fZ,mQATruth
362,"[4.653252124786377, -12.171570777893066, -6.352038383483887, -15.042813301086426, -5.8905487060546875, -20.86762809753418, -23.400373458862305, 8.45777702331543, -15.042813301086426, -5.8905487060546875, -23.400373458862305, -7.513767719268799, -4.869015693664551]","[4.44844388961792, -0.6229081749916077, -6.809865474700928, -0.7698506116867065, -2.596698522567749, -11.208914756774902, -12.56936264038086, 8.775030136108398, -0.7698506116867065, -2.596698522567749, -12.56936264038086, -5.5014495849609375, -7.938220500946045]","[165.2620849609375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 178.7950439453125, 153.1590576171875, 180.1900634765625, 182.27880859375, 168.745849609375, 168.7459716796875, 167.3509521484375, 155.2479248046875, 182.2789306640625]",0
363,"[17.606252670288086, 19.644989013671875, 23.296131134033203, -3.2755939960479736, 6.029519557952881, 7.241504669189453, -1.9976145029067993, -3.2755939960479736, -3.2755939960479736, 6.029519557952881, 6.029519557952881, 21.939605712890625, 18.129629135131836]","[11.098650932312012, 17.878501892089844, 4.288118362426758, -5.541831016540527, -2.255282163619995, 25.556350708007812, 20.716411590576172, -5.541831016540527, -5.541831016540527, -2.255282163619995, -2.255282163619995, -8.930362701416016, 10.221384048461914]","[166.6566162109375, 166.6568603515625, 180.1898193359375, 165.2620849609375, 165.2620849609375, 167.3507080078125, 180.8834228515625, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 180.8834228515625, 167.3504638671875]",0
364,"[6.200783729553223, -1.981782078742981, 6.200783729553223, 6.200783729553223]","[-1.729649543762207, 6.124863147735596, -1.729649543762207, -1.729649543762207]","[165.2620849609375, 182.2789306640625, 155.2479248046875, 182.2789306640625]",1
365,"[0.2128361314535141, 0.33912599086761475, 6.278184413909912, 0.2422369122505188, 6.278184413909912, 6.27230978012085]","[20.811410903930664, 23.68507194519043, -1.42330801486969, 23.686262130737305, -1.42330801486969, -1.4489777088165283]","[153.1590576171875, 180.1900634765625, 165.2620849609375, 167.3509521484375, 155.2479248046875, 182.2789306640625]",0
366,"[3.3208229541778564, 8.848529815673828, 11.817383766174316, 4.934231281280518, 2.835418701171875, 4.273299217224121, -14.475034713745117, -17.237905502319336, -1.5357534885406494, -3.466216802597046, -0.43600940704345703, -0.042567938566207886, 3.4106109142303467, 4.966063022613525, 8.848529815673828, 4.934231281280518, 3.161569356918335, 4.934231281280518, 10.537461280822754, -17.237905502319336, -2.281224250793457, 4.933796405792236, 0.33017072081565857, 5.7794294357299805]","[5.514847278594971, 12.189438819885254, 9.339612007141113, 4.134582042694092, 5.7794294357299805, 26.216508865356445, -4.165605545043945, -4.960700511932373, -9.184993743896484, -11.684198379516602, -23.683486938476562, -20.812456130981445, -5.459774494171143, -7.877872467041016, 12.189438819885254, 4.134582042694092, 5.607663154602051, 4.134582042694092, 14.516054153442383, -4.960700511932373, -9.028769493103027, -7.898120880126953, -17.93446159362793, 2.835418701171875]","[165.2620849609375, 165.2620849609375, 165.2606201171875, 165.2620849609375, 178.7950439453125, 153.1575927734375, 151.7640380859375, 180.1900634765625, 151.7640380859375, 178.7950439453125, 180.1900634765625, 166.6571044921875, 151.7640380859375, 178.7950439453125, 155.2479248046875, 155.2479248046875, 168.745849609375, 182.2789306640625, 180.8839111328125, 167.3509521484375, 168.745849609375, 168.745849609375, 153.8529052734375, 168.7445068359375]",0
367,"[13.62948226928711, 16.262060165405273, -6.124863147735596, -6.124863147735596, 16.230960845947266]","[6.4121856689453125, 7.569629669189453, -1.981782078742981, -1.981782078742981, 7.6360883712768555]","[151.7640380859375, 180.1900634765625, 178.7950439453125, 168.7459716796875, 167.3509521484375]",0
368,"[3.7563889026641846, 7.397458553314209, 3.7563889026641846, 7.397458553314209, 8.80942153930664, 3.7563889026641846, 7.397458553314209]","[8.521279335021973, 13.120842933654785, 8.521279335021973, 13.120842933654785, 15.625236511230469, 8.521279335021973, 13.120842933654785]","[151.7640380859375, 151.7640380859375, 178.7950439453125, 178.7950439453125, 180.1900634765625, 168.745849609375, 168.745849609375]",1
369,"[-15.042813301086426, -15.042813301086426, 1.0875920057296753, 4.77870512008667, 6.91288423538208, -1.0096477270126343, -15.042813301086426, 6.91288423538208, 7.634920597076416, 6.373499870300293]","[-0.7698506116867065, -0.7698506116867065, -6.3449625968933105, -4.313395977020264, -6.239767074584961, 6.357831001281738, -0.7698506116867065, -6.239767074584961, -9.499639511108398, -0.9054874181747437]","[151.7640380859375, 178.7950439453125, 165.2615966796875, 151.7640380859375, 178.7950439453125, 182.2789306640625, 168.745849609375, 168.745849609375, 168.745361328125, 155.2476806640625]",0
370,"[-5.708104133605957, -2.4025747776031494, -3.475569248199463, -5.720232009887695, -5.708104133605957, -3.475569248199463, -14.56539249420166]","[2.9763989448547363, -5.97235631942749, -8.639622688293457, 2.953024387359619, 2.9763989448547363, -8.639622688293457, -14.866388320922852]","[165.2620849609375, 151.7640380859375, 178.7950439453125, 155.2479248046875, 182.2789306640625, 168.745849609375, 153.8529052734375]",0
371,"[9.249286651611328, 9.249286651611328, 3.184481620788574, 25.30573081970215, 9.249286651611328, 22.566757202148438, 25.30573081970215]","[1.0832172632217407, 1.0832172632217407, 5.594683647155762, -8.073807716369629, 1.0832172632217407, -7.199936866760254, -8.073807716369629]","[151.7640380859375, 178.7950439453125, 178.7950439453125, 166.6571044921875, 168.745849609375, 153.8529052734375, 180.8839111328125]",0
372,"[10.919589042663574, 10.919589042663574, 0.8179624676704407, 1.0704878568649292, 1.0704878568649292, 10.919589042663574]","[5.412738800048828, 5.412738800048828, 9.276507377624512, 12.140396118164062, 12.140396118164062, 5.412738800048828]","[151.7640380859375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 168.745849609375, 168.745849609375]",0
373,"[-12.186250686645508, -16.323444366455078, -2.304535150527954, -11.851921081542969, -12.159749984741211, -2.329103946685791]","[-0.17448435723781586, -7.436334133148193, -6.010867118835449, -2.8402674198150635, 0.8219727873802185, -6.001389980316162]","[178.8040771484375, 153.1571044921875, 178.7950439453125, 168.743896484375, 182.2769775390625, 168.7459716796875]",1
374,"[1.0453729629516602, 1.0453729629516602, -6.437163352966309, 2.906127691268921, 1.0453729629516602, 2.906127691268921, 2.929600477218628]","[9.253640174865723, 9.253640174865723, -0.06583219766616821, -5.744199752807617, 9.253640174865723, -5.744199752807617, -5.732263565063477]","[151.7640380859375, 178.7950439453125, 151.7623291015625, 165.2620849609375, 168.745849609375, 155.2479248046875, 182.2789306640625]",0
375,"[-5.97235631942749, -5.9624786376953125, -3.686549425125122, 0.6964675188064575, -4.778857231140137, -5.9624786376953125, -3.6515369415283203, 0.6702830195426941, 0.6964675188064575]","[-2.4025747776031494, -2.426985263824463, -8.551725387573242, -6.39971399307251, -11.21149730682373, -2.426985263824463, -8.566734313964844, -6.4025092124938965, -6.39971399307251]","[151.7640380859375, 178.7950439453125, 151.7640380859375, 165.2620849609375, 178.7950439453125, 168.7459716796875, 168.745849609375, 155.2479248046875, 182.2789306640625]",0
376,"[5.514847278594971, 7.08869743347168, 5.501216888427734, 9.080391883850098, 5.066868782043457, 5.001219272613525, 4.967891693115234, 7.258698463439941, 5.209594249725342, 5.2858476638793945, 4.671409606933594, 7.11334228515625, 10.36279296875, 6.2602458000183105, 21.092504501342773, -5.103399276733398, -3.3433542251586914, -4.803908824920654, -8.936958312988281, -8.745430946350098, -10.147137641906738, 9.137259483337402, 6.156468391418457, 5.47368049621582, 7.958071231842041, 5.315731525421143, 5.225020408630371, 5.374429702758789, 5.359889507293701, 5.345259666442871, 5.403240203857422, 5.417510032653809, 5.270772933959961, 5.459774494171143, 5.568443775177002, 8.4218111038208, 5.528385162353516, 4.542680263519287, 4.44844388961792, 4.174811363220215, 8.878159523010254, 7.1622748374938965, 7.353178977966309, 5.5014495849609375, 8.385704040527344, 14.866388320922852, 17.78548812866211, -6.578957557678223, -4.803908824920654, -10.147137641906738, -10.369363784790039, -12.904940605163574, 6.365878582000732, 6.266330242156982, 6.047768592834473, 13.120842933654785, 9.019362449645996, 8.596321105957031, 21.266056060791016]","[3.3208229541778564, 6.039290428161621, 3.3433542251586914, 8.129061698913574, 3.9709248542785645, 4.053296089172363, 4.094076156616211, 5.8338623046875, 3.7817368507385254, 3.674401044845581, 4.4293718338012695, 6.010242938995361, 6.414645195007324, 1.5002437829971313, 10.779792785644531, 14.171599388122559, 5.501216888427734, 7.977788925170898, 15.552641868591309, -15.661141395568848, -18.171289443969727, -1.7980939149856567, -1.8813034296035767, 3.3882484436035156, 4.836502552032471, 3.6310338973999023, 3.760394811630249, 3.5435731410980225, 3.565528154373169, 3.58742356300354, 3.499485731124878, 3.477353811264038, 3.6959927082061768, 3.4106109142303467, 3.2301459312438965, 8.809554100036621, 3.298236131668091, 4.561300754547119, 4.653252124786377, 4.900240421295166, 8.349456787109375, 5.951846599578857, 5.7143168449401855, 7.513767719268799, 8.843931198120117, 14.56539249420166, 10.809096336364746, 13.549768447875977, 7.977788925170898, -18.171289443969727, -18.045400619506836, -16.328584671020508, -0.9575995802879333, -1.4746230840682983, 2.205878257751465, 7.397458553314209, -2.318138360977173, -3.581329107284546, -10.433239936828613]","[165.2620849609375, 165.2620849609375, 165.2620849609375, 165.261962890625, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.261962890625, 178.7950439453125, 180.18994140625, 165.2603759765625, 151.7640380859375, 178.7950439453125, 180.1884765625, 153.1590576171875, 180.1900634765625, 165.2620849609375, 165.2620849609375, 155.2479248046875, 155.247802734375, 155.2479248046875, 155.247802734375, 155.2479248046875, 155.2479248046875, 155.2479248046875, 155.2479248046875, 155.2479248046875, 155.2479248046875, 155.247802734375, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 180.8837890625, 180.8837890625, 155.24951171875, 168.745849609375, 167.3509521484375, 167.350830078125, 180.8839111328125, 155.2479248046875, 155.2479248046875, 168.745849609375, 168.7457275390625, 182.2789306640625, 182.2789306640625, 180.8824462890625]",0
377,"[-6.32139253616333, -6.42768669128418, -6.32139253616333, -6.42768669128418, 0.9543911218643188, 8.377243041992188, -6.32139253616333, -6.42768669128418, 0.9543911218643188, 1.1365571022033691, 8.377243041992188, 8.377243041992188]","[-1.2171294689178467, -0.35531938076019287, -1.2171294689178467, -0.35531938076019287, -15.032233238220215, -4.067488193511963, -1.2171294689178467, -0.35531938076019287, -15.032233238220215, -17.901456832885742, -4.067488193511963, -4.067488193511963]","[151.7640380859375, 151.7640380859375, 178.7950439453125, 178.7950439453125, 165.2620849609375, 165.2620849609375, 168.7459716796875, 168.7459716796875, 155.2479248046875, 180.8839111328125, 155.2479248046875, 182.2789306640625]",0
378,"[8.203895568847656, 12.261422157287598, 2.2305989265441895, -10.585243225097656, -20.785297393798828, -12.098870277404785, -6.286994934082031, -9.978647232055664, -15.023921966552734, -9.000503540039062, -15.552641868591309, -3.7215003967285156, -1.729649543762207, 1.9064713716506958, 1.2429776191711426, 1.0096477270126343, 4.406671047210693, 3.022998094558716, 1.576953649520874, 1.1912610530853271, -4.135887622833252, 5.755795478820801, -9.000503540039062, 3.4551639556884766, 10.672557830810547, 8.313070297241211, 3.717522382736206, 13.01645278930664, 17.42230224609375, 17.556129455566406, 15.21936321258545, 22.470441818237305, 13.758030891418457, 14.892573356628418, 11.098650932312012, 12.876748085021973, 7.977788925170898, 18.584184646606445, -4.176177501678467, -8.878159523010254, -7.039051532745361, -7.611147880554199, -3.686549425125122, -15.589069366455078, -10.655865669250488, 1.2171294689178467, 0.8794083595275879, 7.827607154846191, 2.1314969062805176, 1.2688050270080566, 0.9575995802879333, 2.021791934967041, 1.7042701244354248, 1.9567110538482666, 1.2171294689178467, 12.79531192779541, 12.281257629394531, 5.755795478820801, 15.161165237426758, 19.93433380126953, 6.5508904457092285, 14.742255210876465, 17.556129455566406]","[4.406671047210693, 8.748510360717773, 6.038694858551025, 10.715947151184082, 1.0637354850769043, -1.4671372175216675, -10.440730094909668, -6.997267723083496, -1.077340006828308, -15.51595401763916, -8.936958312988281, -8.53657341003418, -6.200783729553223, -6.148721218109131, -6.316360950469971, -6.357831001281738, -8.203895568847656, -5.683562755584717, -6.241364002227783, -6.326318264007568, -8.3436861038208, -20.000774383544922, -15.51595401763916, -5.431689262390137, -10.628989219665527, -8.912240028381348, -5.25560998916626, -12.342036247253418, -11.385233879089355, -3.6791603565216064, -14.196166038513184, -14.164944648742676, -19.282485961914062, -21.99494743347168, -17.606252670288086, -19.881826400756836, 4.803908824920654, 14.687604904174805, 11.44965934753418, 8.349456787109375, -6.097081661224365, -12.998051643371582, -8.551725387573242, -8.87326431274414, -14.429359436035156, -6.32139253616333, -6.377150535583496, -9.34150505065918, -6.074382781982422, -6.31122350692749, -6.365878582000732, -9.090380668640137, -6.2078070640563965, -6.132918357849121, -6.32139253616333, -19.93433380126953, -23.552858352661133, -20.000774383544922, -14.25830364227295, -12.79531192779541, -22.763643264770508, -3.0894691944122314, -3.6791603565216064]","[151.7640380859375, 165.261962890625, 151.7640380859375, 178.7950439453125, 166.656982421875, 151.763916015625, 165.2620849609375, 165.2620849609375, 178.794921875, 166.6571044921875, 180.1900634765625, 151.7640380859375, 151.7640380859375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 166.6571044921875, 180.1900634765625, 151.7640380859375, 151.763916015625, 178.7950439453125, 178.7950439453125, 153.1590576171875, 153.1590576171875, 166.6571044921875, 180.1900634765625, 180.1900634765625, 153.1588134765625, 153.1588134765625, 153.1590576171875, 180.1900634765625, 155.247802734375, 180.8837890625, 155.2476806640625, 168.745849609375, 155.247802734375, 155.2479248046875, 168.745849609375, 180.8839111328125, 180.8839111328125, 155.2479248046875, 155.247802734375, 168.745849609375, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.27880859375, 182.2789306640625, 182.2698974609375, 182.2789306640625, 167.3509521484375, 153.8526611328125, 153.8529052734375, 167.3509521484375, 167.3509521484375, 180.8839111328125, 155.2479248046875, 180.8839111328125]",0
379,"[6.38413143157959, 16.230960845947266, 0.17141267657279968, 0.17141267657279968, -5.225020408630371, -8.3095703125, -21.04823112487793, -14.892573356628418, -23.60289764404297, -1.2429776191711426, 1.5514096021652222, 3.581329107284546, 1.0096477270126343, -4.440192699432373, -1.5002437829971313, 6.544403553009033, 8.564823150634766, 5.147021293640137, 0.17141267657279968, -21.04823112487793, -2.596698522567749, -9.095973014831543, 2.255282163619995, 6.544403553009033, 4.707490921020508, 1.627962350845337, 3.929877519607544, 0.8794083595275879, 1.2688050270080566, 13.9041166305542, 23.478477478027344]","[0.8272066116333008, 7.6360883712768555, 9.310922622680664, 9.310922622680664, -3.760394811630249, -4.204010009765625, -10.865983009338379, -21.99494743347168, -12.184809684753418, -6.316360950469971, -6.247762203216553, -8.596321105957031, -6.357831001281738, -8.18580150604248, -6.2602458000183105, -6.6252121925354, -8.67057991027832, -3.866468667984009, 9.310922622680664, -10.865983009338379, -5.8905487060546875, -12.005922317504883, -6.029519557952881, -6.6252121925354, -4.3910064697265625, -6.2282538414001465, -8.442672729492188, -6.377150535583496, -6.31122350692749, 5.792619705200195, -3.139866352081299]","[151.7640380859375, 180.1900634765625, 151.7640380859375, 178.7950439453125, 165.2620849609375, 178.7950439453125, 153.1590576171875, 166.6568603515625, 180.1900634765625, 151.7640380859375, 165.2620849609375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 178.8089599609375, 151.7640380859375, 178.7950439453125, 178.7950439453125, 168.745849609375, 167.3509521484375, 168.745849609375, 182.27880859375, 155.2479248046875, 168.745849609375, 168.745849609375, 182.2789306640625, 182.2789306640625, 182.2789306640625, 182.2789306640625, 168.745849609375, 153.8525390625]",0
380,"[9.056083679199219, 11.851921081542969, 16.991437911987305, 6.891149997711182, 7.843080520629883, -4.579844951629639, -4.579844951629639, 6.373499870300293, 16.991437911987305, 6.891149997711182, 19.33860206604004, -4.579844951629639, 6.373499870300293, 11.851921081542969, 6.373499870300293]","[2.170255661010742, 2.8402674198150635, 12.01878547668457, 19.638538360595703, 22.351369857788086, 4.523983478546143, 4.523983478546143, -0.9054874181747437, 12.01878547668457, 19.638538360595703, 13.679038047790527, 4.523983478546143, -0.9054874181747437, 2.8402674198150635, -0.9054874181747437]","[151.7640380859375, 178.7950439453125, 166.6571044921875, 153.1590576171875, 180.1900634765625, 151.7640380859375, 178.7950439453125, 165.2620849609375, 153.8529052734375, 167.3509521484375, 180.8839111328125, 168.7459716796875, 155.2479248046875, 168.745849609375, 182.2789306640625]",0
381,"[9.106616973876953, 11.907530784606934, -8.570198059082031, -5.74434757232666, -7.1622748374938965, -6.437163352966309, -9.626811981201172, -8.521279335021973, -6.437163352966309, -9.53171443939209, -6.437378883361816, -18.722293853759766, -1.7803211212158203, 5.334588050842285, 5.581610202789307, 15.866867065429688, 4.410226345062256, -7.5579142570495605, -8.20307731628418, -7.530015468597412, -9.610380172729492, -9.395539283752441, -6.437378883361816, -6.437378883361816, -6.4364094734191895, -9.31014347076416, -6.4336090087890625, -7.1595988273620605, -16.061241149902344, 3.2745790481567383, 9.99613094329834, 9.0985746383667, 11.21149730682373]","[1.9473545551300049, 2.5972819328308105, 22.08278465270996, 7.329742431640625, 5.951846599578857, 0.06583219766616821, 11.58461856842041, -3.7563889026641846, -0.06583219766616821, -11.662989616394043, -0.03949975594878197, -9.090426445007324, -6.186425685882568, -14.086201667785645, -3.207340717315674, -21.302791595458984, 4.689489364624023, 13.02907657623291, 9.013583183288574, 19.402551651000977, 24.763017654418945, 18.57105255126953, -0.03949975594878197, 0.03949975594878197, 0.11849332600831985, 0.2094985395669937, 0.22378826141357422, -9.862824440002441, -13.236187934875488, -11.739347457885742, -21.474985122680664, 1.9845898151397705, -4.778857231140137]","[151.7640380859375, 178.7950439453125, 166.6571044921875, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 151.7640380859375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 180.1900634765625, 151.7640380859375, 165.2620849609375, 165.2620849609375, 153.1590576171875, 182.27880859375, 168.7337646484375, 168.745849609375, 153.8529052734375, 180.8839111328125, 180.8839111328125, 168.7459716796875, 182.2789306640625, 182.2781982421875, 182.2779541015625, 182.2783203125, 155.247802734375, 180.8837890625, 155.247802734375, 180.8837890625, 168.745849609375, 182.27880859375]",0
382,"[3.477353811264038, 5.893051624298096, -2.788041353225708, 2.8305821418762207, 6.286994934082031, 9.293787956237793, 7.77008056640625, 3.4551639556884766, 7.491200923919678, 3.477353811264038, -2.788041353225708, -2.788041353225708, 6.499209880828857, 7.77008056640625, 5.007151126861572, 9.293787956237793, 12.163010597229004]","[5.417510032653809, 7.210728168487549, 5.802433013916016, 8.871891975402832, -10.440730094909668, -0.590059220790863, -12.903672218322754, 5.431689262390137, 5.532139778137207, 5.417510032653809, 5.802433013916016, 5.802433013916016, -10.309967041015625, -12.903672218322754, -11.111416816711426, -0.590059220790863, -0.7722251415252686]","[165.2620849609375, 165.2620849609375, 165.2620849609375, 178.7950439453125, 151.7640380859375, 165.2620849609375, 178.7950439453125, 155.2479248046875, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 168.745849609375, 168.745849609375, 182.2789306640625, 155.2479248046875, 182.2789306640625]",0
383,"[19.93433380126953, -3.138604164123535, -4.362954616546631, -1.1394646167755127, 0.7749494314193726, -1.648351788520813, 17.514862060546875, 19.93433380126953, -3.138604164123535, -3.333744764328003, -3.138604164123535, -4.362954616546631, -1.1394646167755127, 0.7749494314193726, 1.12104332447052]","[12.79531192779541, 5.620548725128174, 11.379796981811523, -6.33585262298584, -6.390685558319092, -9.165456771850586, 11.242319107055664, 12.79531192779541, 5.620548725128174, 8.695332527160645, 5.620548725128174, 11.379796981811523, -6.33585262298584, -6.390685558319092, -9.24477767944336]","[166.6571044921875, 165.2620849609375, 165.2620849609375, 151.7640380859375, 165.2620849609375, 178.7950439453125, 153.8529052734375, 180.8839111328125, 155.2479248046875, 155.2479248046875, 182.2789306640625, 182.2789306640625, 168.7459716796875, 155.2479248046875, 182.2789306640625]",0
384,"[11.306888580322266, 11.306888580322266, -1.9845898151397705, 0.6964675188064575, 5.374429702758789, 5.359889507293701, 0.6964675188064575, -1.3718976974487305, -1.9845898151397705, 5.359889507293701, 0.1448211371898651, 11.306888580322266]","[4.5485639572143555, 4.5485639572143555, 9.0985746383667, 6.39971399307251, -3.5435731410980225, -3.565528154373169, 6.39971399307251, 6.289618492126465, 9.0985746383667, -3.565528154373169, -6.43587064743042, 4.5485639572143555]","[151.7640380859375, 178.7950439453125, 165.2620849609375, 178.7950439453125, 151.7640380859375, 178.7950439453125, 168.7459716796875, 155.2479248046875, 182.2789306640625, 168.7459716796875, 182.2789306640625, 168.745849609375]",0
385,"[11.931105613708496, -0.1448211371898651, 11.931105613708496, 14.208412170410156, -0.1448211371898651, -0.1448211371898651]","[9.193890571594238, 6.43587064743042, 9.193890571594238, 10.948741912841797, 6.43587064743042, 6.43587064743042]","[165.2620849609375, 165.2620849609375, 155.2479248046875, 180.8839111328125, 155.2479248046875, 182.2789306640625]",0
386,"[26.538002014160156, -1.1135376691818237, 6.000802040100098, -1.1135376691818237, -1.573312759399414]","[1.1405473947525024, 6.340460777282715, 19.92863655090332, 6.340460777282715, 9.178635597229004]","[153.1590576171875, 165.2620849609375, 180.204345703125, 155.2479248046875, 182.2789306640625]",1
387,"[-0.6702830195426941, -11.967684745788574, -3.717522382736206, -0.6964675188064575, -0.6440872550010681, -11.967684745788574, -14.779057502746582, -3.717522382736206, -3.717522382736206]","[6.4025092124938965, 2.304274320602417, -5.25560998916626, 6.39971399307251, 6.405197620391846, 2.304274320602417, 2.9083263874053955, -5.25560998916626, -5.25560998916626]","[165.2620849609375, 165.2620849609375, 165.2620849609375, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625]",0
388,"[-10.091798782348633, -10.091798782348633, -4.689489364624023, -6.456981658935547, -9.24011516571045, -2.5387864112854004, 4.7056474685668945, -10.091798782348633, -6.456981658935547, -7.980166912078857, 3.138604164123535]","[6.833063125610352, 6.833063125610352, 4.410226345062256, -10.336466789245605, -1.1588506698608398, -8.959755897521973, -8.036139488220215, 6.833063125610352, -10.336466789245605, -12.774812698364258, -5.620548725128174]","[151.7640380859375, 178.7950439453125, 178.7947998046875, 165.2620849609375, 178.7947998046875, 178.7945556640625, 151.7620849609375, 168.745849609375, 155.2479248046875, 182.2789306640625, 155.2459716796875]",0
389,"[8.188117027282715, -5.374429702758789, 1.165372610092163, -6.829741954803467, 8.188117027282715, 9.750993728637695, -5.374429702758789, -5.374429702758789, -7.658681392669678, 1.165372610092163, 1.6858302354812622, 2.6448028087615967, 2.596698522567749, 2.3331143856048584]","[12.642533302307129, -3.5435731410980225, -6.3311381340026855, -22.681541442871094, 12.642533302307129, 15.055630683898926, -3.5435731410980225, -3.5435731410980225, -25.434444427490234, -6.3311381340026855, -9.158637046813965, -5.869107723236084, -5.8905487060546875, -26.459836959838867]","[165.2620849609375, 165.2620849609375, 165.2620849609375, 153.1590576171875, 155.2479248046875, 180.8839111328125, 155.2479248046875, 182.2789306640625, 167.3509521484375, 155.2479248046875, 182.2789306640625, 182.2789306640625, 182.2784423828125, 153.8529052734375]",0
390,"[6.2282538414001465, 5.374429702758789, 6.234860897064209, -0.8435060977935791, -11.548699378967285, -11.532673835754395, -0.35531938076019287, -0.8435060977935791, -0.978702187538147, -11.532673835754395, 6.234860897064209]","[1.627962350845337, 3.5435731410980225, 1.6024714708328247, 17.91765594482422, -3.8939309120178223, -3.9411394596099854, -6.42768669128418, 17.91765594482422, 20.78947639465332, -3.9411394596099854, 1.6024714708328247]","[151.7640380859375, 165.2620849609375, 178.7950439453125, 166.6571044921875, 151.7640380859375, 178.7950439453125, 178.7950439453125, 153.8529052734375, 180.8839111328125, 168.745849609375, 168.7459716796875]",0
391,"[-4.237966060638428, -8.395151138305664, -0.9054874181747437, -0.9054874181747437, -4.237966060638428, -4.237966060638428, -8.395151138305664, -9.554841995239258, -0.9054874181747437]","[8.292304039001465, 19.044200897216797, -6.373499870300293, -6.373499870300293, 8.292304039001465, 8.292304039001465, 19.044200897216797, 21.674930572509766, -6.373499870300293]","[165.2620849609375, 166.6571044921875, 151.7640380859375, 178.7950439453125, 155.2479248046875, 182.2789306640625, 153.8529052734375, 180.8839111328125, 168.7459716796875]",0
392,"[13.522743225097656, -6.435224533081055, -0.17114652693271637, 8.97006607055664, 12.642533302307129, -6.435224533081055, -0.17114652693271637, 6.200783729553223, 9.172122955322266, 8.97006607055664]","[6.634329319000244, -0.17114652693271637, -6.435224533081055, -2.5021142959594727, 8.188117027282715, -0.17114652693271637, -6.435224533081055, -1.729649543762207, 1.6108458042144775, -2.5021142959594727]","[178.7950439453125, 178.7950439453125, 178.7950439453125, 165.2620849609375, 182.27880859375, 168.7459716796875, 168.7459716796875, 155.2479248046875, 168.7457275390625, 182.2789306640625]",0
393,"[3.866468667984009, 3.866468667984009, 3.2755939960479736, 3.866468667984009, 3.2755939960479736]","[-5.147021293640137, -5.147021293640137, -5.541831016540527, -5.147021293640137, -5.541831016540527]","[151.7640380859375, 178.7950439453125, 178.7950439453125, 168.7459716796875, 168.7459716796875]",0
394,"[5.893051624298096, -2.6448028087615967, 5.863506317138672, 5.92249870300293, -2.6448028087615967, -2.62077260017395]","[7.210728168487549, 5.869107723236084, 7.234773635864258, 7.186561584472656, 5.869107723236084, 5.879877090454102]","[165.2620849609375, 165.2620849609375, 155.2479248046875, 182.2789306640625, 155.2479248046875, 182.2789306640625]",0
